set,element,weight
ENSG00000114416,ENSG00000139990,0.8092134358456212
ENSG00000131196,ENSG00000139990,0.8027279697055658
ENSG00000171566,ENSG00000139990,0.8083271993089884
ENSG00000131196,ENSG00000142856,0.8035067316436199
ENSG00000131196,ENSG00000256633,0.8040614051364897
ENSG00000155229,ENSG00000121210,0.8062042707017438
ENSG00000028277,ENSG00000121210,0.8063533357407403
ENSG00000155229,ENSG00000189227,0.8070853101361596
ENSG00000028277,ENSG00000189227,0.8043048638455209
ENSG00000128016,ENSG00000189227,0.8028896998028227
ENSG00000155229,ENSG00000075618,0.8112408185899622
ENSG00000028277,ENSG00000075618,0.8087845586745045
ENSG00000155229,ENSG00000275963,0.8129593599003021
ENSG00000028277,ENSG00000275963,0.8083907625567595
ENSG00000155229,ENSG00000125637,0.8077962203904138
ENSG00000028277,ENSG00000125637,0.8059574827538843
ENSG00000128016,ENSG00000125637,0.811194662224954
ENSG00000155229,ENSG00000187775,0.8035544588023087
ENSG00000155229,ENSG00000127884,0.8034951366614309
ENSG00000028277,ENSG00000127884,0.8030419731449834
ENSG00000155229,ENSG00000197629,0.8058151191562889
ENSG00000028277,ENSG00000197629,0.8048300849100866
ENSG00000114416,ENSG00000110002,0.8073154814395718
ENSG00000171566,ENSG00000110002,0.8072802338919756
ENSG00000155229,ENSG00000136689,0.8051723309674026
ENSG00000028277,ENSG00000136689,0.8068770153190247
ENSG00000155229,ENSG00000167962,0.8111462865091895
ENSG00000028277,ENSG00000167962,0.8031117148986094
ENSG00000155229,ENSG00000156787,0.8045345986434463
ENSG00000028277,ENSG00000156787,0.803315963300249
ENSG00000028277,ENSG00000091513,0.8038709989256363
ENSG00000131196,ENSG00000077684,0.8039318762860242
ENSG00000155229,ENSG00000106462,0.8149133166738551
ENSG00000028277,ENSG00000106462,0.814087476369341
ENSG00000128016,ENSG00000106462,0.8150206642124661
ENSG00000196588,ENSG00000106462,0.8031182592511746
ENSG00000155229,ENSG00000177943,0.8075865684527445
ENSG00000028277,ENSG00000177943,0.8029374022687678
ENSG00000114416,ENSG00000177943,0.8081267193381496
ENSG00000131196,ENSG00000177943,0.8084790592224699
ENSG00000171566,ENSG00000177943,0.8080505528100174
ENSG00000166508,ENSG00000177943,0.8024819061843048
ENSG00000106462,ENSG00000177943,0.8092176559250194
ENSG00000155229,ENSG00000184887,0.8087066691341803
ENSG00000028277,ENSG00000184887,0.8048395253348632
ENSG00000114416,ENSG00000184887,0.8035927156338682
ENSG00000128016,ENSG00000184887,0.8042005153030986
ENSG00000131196,ENSG00000184887,0.8038344915067259
ENSG00000171566,ENSG00000184887,0.8061278809685564
ENSG00000106462,ENSG00000184887,0.8121416752561461
ENSG00000155229,ENSG00000178460,0.8120091471409394
ENSG00000028277,ENSG00000178460,0.8037036601590645
ENSG00000106462,ENSG00000178460,0.8188188738586164
ENSG00000106462,ENSG00000062485,0.8115858901255336
ENSG00000106462,ENSG00000211584,0.8071203785064737
ENSG00000106462,ENSG00000102054,0.8086624297711563
ENSG00000155229,ENSG00000165792,0.80929677441379555
ENSG00000106462,ENSG00000165792,0.8180614886308054
ENSG00000102054,ENSG00000165792,0.8026771051641525
ENSG00000102054,ENSG00000174405,0.8030341166217995
ENSG00000106462,ENSG00000235586,0.8054852215097068
ENSG00000106462,ENSG00000163702,0.8052177490610585
ENSG00000114416,ENSG00000198783,0.8105705288909063
ENSG00000131196,ENSG00000198783,0.8051877685633637
ENSG00000171566,ENSG00000198783,0.8097631249042878
ENSG00000166508,ENSG00000198783,0.8026033833948178
ENSG00000102054,ENSG00000198783,0.8104878515987071
ENSG00000155229,ENSG00000142459,0.817726756011078
ENSG00000028277,ENSG00000142459,0.817142271981557
ENSG00000128016,ENSG00000142459,0.8173316233866893
ENSG00000122779,ENSG00000142459,0.8046541516096949
ENSG00000196588,ENSG00000142459,0.806174585661851
ENSG00000131196,ENSG00000142459,0.802945927614573
ENSG00000114626,ENSG00000142459,0.8041326711356764
ENSG00000106462,ENSG00000142459,0.8162754619492759
ENSG00000102054,ENSG00000142459,0.8101039868713185
ENSG00000106462,ENSG00000259363,0.8057982918034271
ENSG00000155229,ENSG00000157240,0.8078491537564431
ENSG00000028277,ENSG00000157240,0.80543736823819
ENSG00000128016,ENSG00000157240,0.8101433694198094
ENSG00000106462,ENSG00000157240,0.8137428700437739
ENSG00000155229,ENSG00000187554,0.8045253159971407
ENSG00000106462,ENSG00000187554,0.8072821007279934
ENSG00000114416,ENSG00000117385,0.8108243999514151
ENSG00000131196,ENSG00000117385,0.8072762384398119
ENSG00000171566,ENSG00000117385,0.81001883786391
ENSG00000166508,ENSG00000117385,0.8034110779194178
ENSG00000106462,ENSG00000117385,0.8052603160350815
ENSG00000102054,ENSG00000117385,0.8112376709710748
ENSG00000155229,ENSG00000117408,0.806618944401472
ENSG00000028277,ENSG00000117408,0.8052447432571062
ENSG00000128016,ENSG00000117408,0.810153629128458
ENSG00000106462,ENSG00000117408,0.8118676833817567
ENSG00000106462,ENSG00000180822,0.8032610781986689
ENSG00000155229,ENSG00000196372,0.8086169300930967
ENSG00000028277,ENSG00000196372,0.8112364806659543
ENSG00000128016,ENSG00000196372,0.8094409740274598
ENSG00000196588,ENSG00000196372,0.8046860296182001
ENSG00000114626,ENSG00000196372,0.8038221955768163
ENSG00000106462,ENSG00000196372,0.8100753518225323
ENSG00000102054,ENSG00000244513,0.8042556905994458
ENSG00000155229,ENSG00000249936,0.8066242432743644
ENSG00000131196,ENSG00000249936,0.802459919708724
ENSG00000106462,ENSG00000249936,0.8169298233567968
ENSG00000155229,ENSG00000260274,0.8103713916002805
ENSG00000106462,ENSG00000260274,0.8166301602199306
ENSG00000028277,ENSG00000112414,0.8032495804786142
ENSG00000155229,ENSG00000075914,0.8113205196765235
ENSG00000143614,ENSG00000075914,0.8047389775937722
ENSG00000028277,ENSG00000075914,0.8066098258021893
ENSG00000114416,ENSG00000075914,0.8121651951071333
ENSG00000105229,ENSG00000075914,0.8025025064486107
ENSG00000128016,ENSG00000075914,0.8037637789702503
ENSG00000122779,ENSG00000075914,0.8034568751206999
ENSG00000131196,ENSG00000075914,0.8117150627285655
ENSG00000171566,ENSG00000075914,0.8129012678576891
ENSG00000166508,ENSG00000075914,0.8061635770171085
ENSG00000106462,ENSG00000075914,0.8138027136735272
ENSG00000102054,ENSG00000075914,0.8179624018929583
ENSG00000155229,ENSG00000234699,0.8064292241392526
ENSG00000028277,ENSG00000234699,0.804200845161745
ENSG00000106462,ENSG00000234699,0.8102567613451209
ENSG00000155229,ENSG00000159423,0.8036986519658674
ENSG00000028277,ENSG00000159423,0.8051091881610012
ENSG00000106462,ENSG00000159423,0.8041363329657172
ENSG00000155229,ENSG00000272977,0.8147914068088282
ENSG00000028277,ENSG00000272977,0.8106010268313951
ENSG00000106462,ENSG00000272977,0.8189588896305505
ENSG00000155229,ENSG00000004766,0.8095852046431655
ENSG00000128016,ENSG00000004766,0.8059546806164003
ENSG00000106462,ENSG00000004766,0.8182221367808343
ENSG00000155229,ENSG00000117859,0.8047984903179078
ENSG00000106462,ENSG00000117859,0.8133226021521565
ENSG00000155229,ENSG00000249077,0.8046732490671215
ENSG00000028277,ENSG00000249077,0.8033658652901714
ENSG00000106462,ENSG00000249077,0.8077880537314512
ENSG00000114416,ENSG00000129625,0.8053185950340734
ENSG00000131196,ENSG00000129625,0.803156321207252
ENSG00000171566,ENSG00000129625,0.8045948412051966
ENSG00000106462,ENSG00000129625,0.8065491635054212
ENSG00000102054,ENSG00000129625,0.8076219506990158
ENSG00000155229,ENSG00000138180,0.8106866778777697
ENSG00000028277,ENSG00000138180,0.8091785020735418
ENSG00000106462,ENSG00000138180,0.8131419667918265
ENSG00000106462,ENSG00000253719,0.8092285764225166
ENSG00000102054,ENSG00000253719,0.8051253428079201
ENSG00000114416,ENSG00000140598,0.8029332911174298
ENSG00000171566,ENSG00000140598,0.8046132699358937
ENSG00000106462,ENSG00000140598,0.8043892676799136
ENSG00000102054,ENSG00000140598,0.8041928621402201
ENSG00000155229,ENSG00000138768,0.8060681883090286
ENSG00000106462,ENSG00000138768,0.8163714563648115
ENSG00000155229,ENSG00000100749,0.81045338727263
ENSG00000028277,ENSG00000100749,0.8084647480318519
ENSG00000128016,ENSG00000100749,0.8057074142579496
ENSG00000131196,ENSG00000100749,0.802989911385858
ENSG00000106462,ENSG00000100749,0.8144850421057872
ENSG00000102054,ENSG00000100749,0.8091954757628773
ENSG00000155229,ENSG00000280206,0.8047139567262515
ENSG00000114416,ENSG00000280206,0.8039857417912892
ENSG00000131196,ENSG00000280206,0.8054268771831042
ENSG00000171566,ENSG00000280206,0.8039199803921162
ENSG00000106462,ENSG00000280206,0.8091988261364056
ENSG00000102054,ENSG00000280206,0.8097856420242493
ENSG00000155229,ENSG00000259657,0.8113323457053949
ENSG00000028277,ENSG00000259657,0.8081838026913165
ENSG00000106462,ENSG00000259657,0.8179763453941029
ENSG00000106462,ENSG00000227986,0.812422949194553
ENSG00000155229,ENSG00000145868,0.8056828340907269
ENSG00000131196,ENSG00000145868,0.802612629097243
ENSG00000171566,ENSG00000145868,0.8024770713674149
ENSG00000106462,ENSG00000145868,0.8086761225459442
ENSG00000102054,ENSG00000145868,0.8102545591019933
ENSG00000155229,ENSG00000163600,0.8096484796680977
ENSG00000028277,ENSG00000163600,0.8078382169533833
ENSG00000106462,ENSG00000163600,0.8142747792578183
ENSG00000171566,ENSG00000100991,0.8032697650526948
ENSG00000106462,ENSG00000100991,0.8044101029194777
ENSG00000102054,ENSG00000100991,0.803900930600367
ENSG00000155229,ENSG00000004864,0.8070762820749825
ENSG00000128016,ENSG00000004864,0.8049017935497627
ENSG00000106462,ENSG00000004864,0.8156459102106827
ENSG00000106462,ENSG00000168792,0.8057224349014119
ENSG00000155229,ENSG00000196792,0.8074754295196503
ENSG00000028277,ENSG00000196792,0.8046715849115695
ENSG00000114416,ENSG00000196792,0.8044355488818485
ENSG00000122779,ENSG00000196792,0.8051845609116851
ENSG00000131196,ENSG00000196792,0.808446080809828
ENSG00000171566,ENSG00000196792,0.8039699109428126
ENSG00000106462,ENSG00000196792,0.810792785924706
ENSG00000102054,ENSG00000196792,0.8101779621040398
ENSG00000028277,ENSG00000280184,0.8033827149691576
ENSG00000114416,ENSG00000164011,0.8029891711367404
ENSG00000131196,ENSG00000164011,0.8038043292341757
ENSG00000106462,ENSG00000164011,0.8060434151416336
ENSG00000102054,ENSG00000164011,0.8062753223957921
ENSG00000114416,ENSG00000112996,0.8041199084065965
ENSG00000171566,ENSG00000112996,0.8039968013399499
ENSG00000106462,ENSG00000112996,0.8028671929435219
ENSG00000102054,ENSG00000112996,0.8030122260728983
ENSG00000164011,ENSG00000112996,0.8057694884839804
ENSG00000131196,ENSG00000163006,0.8036044353600648
ENSG00000164011,ENSG00000163006,0.8063075136804224
ENSG00000155229,ENSG00000183137,0.8151517087324227
ENSG00000028277,ENSG00000183137,0.8142068556646777
ENSG00000128016,ENSG00000183137,0.8143228050516946
ENSG00000122779,ENSG00000183137,0.8037502640817814
ENSG00000196588,ENSG00000183137,0.8034755817343162
ENSG00000106462,ENSG00000183137,0.816132010129192
ENSG00000102054,ENSG00000183137,0.8095467576546965
ENSG00000164011,ENSG00000183137,0.8074205470267813
ENSG00000155229,ENSG00000231346,0.8106398197986374
ENSG00000028277,ENSG00000231346,0.8076918992818197
ENSG00000106462,ENSG00000231346,0.8148425604003092
ENSG00000164011,ENSG00000188732,0.8054191632803015
ENSG00000114416,ENSG00000243660,0.8039455233446815
ENSG00000171566,ENSG00000243660,0.8044611409843326
ENSG00000106462,ENSG00000243660,0.8074532306936527
ENSG00000102054,ENSG00000243660,0.8068624305625821
ENSG00000164011,ENSG00000243660,0.8072734420062844
ENSG00000028277,ENSG00000162896,0.8048001737271526
ENSG00000106462,ENSG00000162896,0.8042310467124267
ENSG00000155229,ENSG00000272948,0.8033452552878216
ENSG00000106462,ENSG00000272948,0.812292605027423
ENSG00000155229,ENSG00000167645,0.8050641911641508
ENSG00000028277,ENSG00000167645,0.8039987475799838
ENSG00000122779,ENSG00000167645,0.8038227996607146
ENSG00000106462,ENSG00000167645,0.8065542486389373
ENSG00000164011,ENSG00000167645,0.8044857059364747
ENSG00000155229,ENSG00000113319,0.805188211715148
ENSG00000028277,ENSG00000113319,0.805220118629296
ENSG00000106462,ENSG00000113319,0.811126288385497
ENSG00000155229,ENSG00000161395,0.804451813065628
ENSG00000028277,ENSG00000161395,0.8033741451108114
ENSG00000106462,ENSG00000161395,0.8068470337290559
ENSG00000155229,ENSG00000128000,0.8090676799216159
ENSG00000028277,ENSG00000128000,0.8057577285213533
ENSG00000106462,ENSG00000128000,0.814429177560789
ENSG00000164011,ENSG00000272129,0.8045007490046647
ENSG00000155229,ENSG00000152804,0.8060269708468248
ENSG00000028277,ENSG00000152804,0.8045493131259054
ENSG00000106462,ENSG00000152804,0.8081340302962843
ENSG00000155229,ENSG00000213079,0.8068410547653709
ENSG00000028277,ENSG00000213079,0.8041808667259324
ENSG00000128016,ENSG00000213079,0.8030386446700899
ENSG00000106462,ENSG00000213079,0.8073678244167817
ENSG00000102054,ENSG00000213079,0.8057261921548281
ENSG00000164011,ENSG00000213079,0.8033611750390417
ENSG00000155229,ENSG00000147162,0.8098436320958937
ENSG00000028277,ENSG00000147162,0.8070476977710053
ENSG00000128016,ENSG00000147162,0.8093830682614409
ENSG00000106462,ENSG00000147162,0.8095102557536371
ENSG00000102054,ENSG00000147162,0.8079051550579177
ENSG00000164011,ENSG00000147162,0.8030290054081444
ENSG00000114416,ENSG00000116497,0.8070784932905004
ENSG00000131196,ENSG00000116497,0.8027681000982179
ENSG00000171566,ENSG00000116497,0.8050983020451313
ENSG00000102054,ENSG00000116497,0.8060525454140552
ENSG00000164011,ENSG00000116497,0.8050113204712057
ENSG00000106462,ENSG00000124787,0.8060738384078876
ENSG00000102054,ENSG00000124787,0.8038537660174055
ENSG00000155229,ENSG00000044115,0.8069875431873702
ENSG00000028277,ENSG00000044115,0.8036668955736704
ENSG00000128016,ENSG00000044115,0.8069639478685289
ENSG00000106462,ENSG00000044115,0.8134700309636598
ENSG00000102054,ENSG00000044115,0.8075255963814688
ENSG00000164011,ENSG00000044115,0.8032675500299535
ENSG00000155229,ENSG00000110104,0.8143915102448088
ENSG00000028277,ENSG00000110104,0.8110315812745449
ENSG00000106462,ENSG00000110104,0.8171664199037748
ENSG00000106462,ENSG00000149212,0.8036106464053449
ENSG00000131196,ENSG00000227939,0.8025521719643266
ENSG00000106462,ENSG00000227939,0.8070643635312852
ENSG00000164011,ENSG00000227939,0.8085606688425923
ENSG00000106462,ENSG00000273972,0.8031814711562946
ENSG00000155229,ENSG00000250764,0.8033117560226871
ENSG00000106462,ENSG00000250764,0.8086897338944286
ENSG00000155229,ENSG00000187912,0.8045548720371775
ENSG00000106462,ENSG00000187912,0.8053111990354201
ENSG00000155229,ENSG00000197694,0.8049091696971742
ENSG00000028277,ENSG00000197694,0.8029374704172015
ENSG00000128016,ENSG00000197694,0.8048546600266224
ENSG00000106462,ENSG00000197694,0.8133412619502005
ENSG00000102054,ENSG00000197694,0.8025572370693925
ENSG00000155229,ENSG00000228624,0.8034617869499117
ENSG00000028277,ENSG00000228624,0.8053642507457045
ENSG00000106462,ENSG00000228624,0.8061485981258083
ENSG00000155229,ENSG00000122678,0.8159283028050512
ENSG00000028277,ENSG00000122678,0.8137471819407402
ENSG00000128016,ENSG00000122678,0.8121767853198462
ENSG00000122779,ENSG00000122678,0.8055579783080772
ENSG00000196588,ENSG00000122678,0.8030954933481689
ENSG00000131196,ENSG00000122678,0.8075062575378651
ENSG00000114626,ENSG00000122678,0.8024075009027001
ENSG00000106462,ENSG00000122678,0.8149092406470858
ENSG00000102054,ENSG00000122678,0.8130028367551654
ENSG00000164011,ENSG00000122678,0.8111713325350529
ENSG00000152804,ENSG00000122678,0.8089287684054831
ENSG00000164011,ENSG00000147118,0.8031845685177676
ENSG00000155229,ENSG00000261438,0.8104675578741539
ENSG00000028277,ENSG00000261438,0.8087973027700484
ENSG00000128016,ENSG00000261438,0.8117828398487728
ENSG00000106462,ENSG00000261438,0.8166750949544033
ENSG00000102054,ENSG00000261438,0.8061480509839747
ENSG00000164011,ENSG00000261438,0.8038549565164275
ENSG00000155229,ENSG00000128335,0.804076837464416
ENSG00000028277,ENSG00000128335,0.8050157994385044
ENSG00000106462,ENSG00000128335,0.805891252842165
ENSG00000155229,ENSG00000127528,0.8146464723470446
ENSG00000028277,ENSG00000127528,0.8122937313602325
ENSG00000106462,ENSG00000127528,0.8183581446866777
ENSG00000155229,ENSG00000165526,0.8116010577989484
ENSG00000028277,ENSG00000165526,0.8084754910627303
ENSG00000106462,ENSG00000165526,0.8166750535806473
ENSG00000155229,ENSG00000078808,0.8077385891526503
ENSG00000028277,ENSG00000078808,0.8046504375289437
ENSG00000128016,ENSG00000078808,0.8065244886398538
ENSG00000106462,ENSG00000078808,0.8145256416065361
ENSG00000102054,ENSG00000078808,0.808851783131314
ENSG00000164011,ENSG00000078808,0.8047452574869822
ENSG00000127528,ENSG00000078808,0.8088993559801106
ENSG00000164011,ENSG00000176454,0.803536105257133
ENSG00000106462,ENSG00000124532,0.8095673798949495
ENSG00000164011,ENSG00000124532,0.8087231453806932
ENSG00000155229,ENSG00000197798,0.8136415683875189
ENSG00000028277,ENSG00000197798,0.8072210028271413
ENSG00000106462,ENSG00000197798,0.8206464855393906
ENSG00000155229,ENSG00000196961,0.8052648702310826
ENSG00000028277,ENSG00000196961,0.804374483238731
ENSG00000128016,ENSG00000196961,0.808787650344826
ENSG00000106462,ENSG00000196961,0.8114766010484492
ENSG00000127528,ENSG00000196961,0.8069459312974702
ENSG00000155229,ENSG00000180479,0.8079414620149213
ENSG00000028277,ENSG00000180479,0.8056820691444683
ENSG00000106462,ENSG00000180479,0.8087793927097545
ENSG00000155229,ENSG00000087365,0.805237758201236
ENSG00000114416,ENSG00000087365,0.8061300476544533
ENSG00000131196,ENSG00000087365,0.8033768701749138
ENSG00000171566,ENSG00000087365,0.8083344569692305
ENSG00000106462,ENSG00000087365,0.8083149437750183
ENSG00000102054,ENSG00000087365,0.8131370641422236
ENSG00000164011,ENSG00000087365,0.8077751556487907
ENSG00000155229,ENSG00000232533,0.8103682281522415
ENSG00000028277,ENSG00000232533,0.8074822596936971
ENSG00000128016,ENSG00000232533,0.8115204100783322
ENSG00000106462,ENSG00000232533,0.8165426133470225
ENSG00000152804,ENSG00000232533,0.804735274742174
ENSG00000127528,ENSG00000232533,0.8144384558873085
ENSG00000028277,ENSG00000112972,0.8035588146012961
ENSG00000106462,ENSG00000203499,0.8045306319963438
ENSG00000155229,ENSG00000278075,0.810451016107529
ENSG00000028277,ENSG00000278075,0.8029735940252665
ENSG00000128016,ENSG00000278075,0.8079728034315496
ENSG00000106462,ENSG00000278075,0.8183555801386442
ENSG00000127528,ENSG00000278075,0.8094758883561425
ENSG00000102054,ENSG00000161996,0.8023371476724475
ENSG00000155229,ENSG00000181090,0.8069449486662204
ENSG00000028277,ENSG00000181090,0.8027212736183801
ENSG00000128016,ENSG00000181090,0.806616521035603
ENSG00000106462,ENSG00000181090,0.8107215114556118
ENSG00000127528,ENSG00000181090,0.8073785600242834
ENSG00000155229,ENSG00000146386,0.8038178683384554
ENSG00000106462,ENSG00000146386,0.81523925255509
ENSG00000102054,ENSG00000146386,0.8038822555517071
ENSG00000164011,ENSG00000146386,0.8081464132676639
ENSG00000127528,ENSG00000146386,0.8027349727396904
ENSG00000106462,ENSG00000227199,0.8094414694613573
ENSG00000164011,ENSG00000227199,0.8053684166283693
ENSG00000164011,ENSG00000167535,0.8034563003074836
ENSG00000106462,ENSG00000152359,0.8059252457913907
ENSG00000102054,ENSG00000152359,0.8044210254294363
ENSG00000164011,ENSG00000152359,0.8073245840697881
ENSG00000155229,ENSG00000167705,0.8095602624733907
ENSG00000028277,ENSG00000167705,0.8061405743160611
ENSG00000114416,ENSG00000167705,0.805302004027607
ENSG00000128016,ENSG00000167705,0.8033417226630766
ENSG00000131196,ENSG00000167705,0.8065991435730074
ENSG00000171566,ENSG00000167705,0.806955707936655
ENSG00000106462,ENSG00000167705,0.8128430479632194
ENSG00000102054,ENSG00000167705,0.8134999187362152
ENSG00000164011,ENSG00000167705,0.8112577100207672
ENSG00000127528,ENSG00000167705,0.807865777655075
ENSG00000155229,ENSG00000099219,0.8042478330989056
ENSG00000028277,ENSG00000099219,0.8059933128651823
ENSG00000128016,ENSG00000099219,0.8042491644304083
ENSG00000106462,ENSG00000099219,0.803536507240013
ENSG00000152804,ENSG00000099219,0.8066056181737108
ENSG00000127528,ENSG00000099219,0.8059932424220315
ENSG00000181090,ENSG00000099219,0.8045359202079861
ENSG00000102054,ENSG00000117054,0.8026922735869383
ENSG00000155229,ENSG00000196363,0.8144715865324228
ENSG00000028277,ENSG00000196363,0.8131301532802536
ENSG00000128016,ENSG00000196363,0.8131511493443304
ENSG00000106462,ENSG00000196363,0.8149751542284063
ENSG00000102054,ENSG00000196363,0.8094909490475948
ENSG00000164011,ENSG00000196363,0.8070704967395682
ENSG00000152804,ENSG00000196363,0.8090093659330164
ENSG00000127528,ENSG00000196363,0.81669067111415
ENSG00000181090,ENSG00000196363,0.8096235855756196
ENSG00000106462,ENSG00000215895,0.8072783176130548
ENSG00000106462,ENSG00000244734,0.8047653889966677
ENSG00000106462,ENSG00000275302,0.8038723432245772
ENSG00000028277,ENSG00000114933,0.8024322153292432
ENSG00000128016,ENSG00000114933,0.8043881207907243
ENSG00000106462,ENSG00000114933,0.8040805871309028
ENSG00000127528,ENSG00000114933,0.8038657100290326
ENSG00000155229,ENSG00000100316,0.8068980694079013
ENSG00000106462,ENSG00000100316,0.8176063290107817
ENSG00000102054,ENSG00000100316,0.8039685119623002
ENSG00000164011,ENSG00000100316,0.8060959360762473
ENSG00000106462,ENSG00000125945,0.8061926098288833
ENSG00000102054,ENSG00000125945,0.8037925271230213
ENSG00000164011,ENSG00000125945,0.8067028103978857
ENSG00000171566,ENSG00000134265,0.8025583798425456
ENSG00000164011,ENSG00000134265,0.8031750213987169
ENSG00000155229,ENSG00000110888,0.8052991331965736
ENSG00000028277,ENSG00000110888,0.802669822785047
ENSG00000106462,ENSG00000110888,0.8082673919484282
ENSG00000106462,ENSG00000218018,0.803166304903621
ENSG00000155229,ENSG00000226608,0.8092897255381962
ENSG00000028277,ENSG00000226608,0.803124521753729
ENSG00000106462,ENSG00000226608,0.8188314503763482
ENSG00000164011,ENSG00000226608,0.804176193238123
ENSG00000127528,ENSG00000226608,0.8058122254767633
ENSG00000155229,ENSG00000138802,0.8026829181159257
ENSG00000106462,ENSG00000138802,0.8115969887074828
ENSG00000102054,ENSG00000138802,0.8081341430403658
ENSG00000164011,ENSG00000138802,0.8059362503472892
ENSG00000155229,ENSG00000109189,0.8103082422325598
ENSG00000106462,ENSG00000109189,0.8178334139699536
ENSG00000106462,ENSG00000140307,0.8117068621448326
