set,element,weight
ENSG00000155229,ENSG00000001561,0.8083475366977326
ENSG00000028277,ENSG00000001561,0.8041408476157648
ENSG00000106462,ENSG00000001561,0.8174633469423989
ENSG00000153814,ENSG00000001561,0.8076526241796231
ENSG00000168036,ENSG00000001561,0.8139992443894919
ENSG00000159692,ENSG00000001561,0.8174471661985916
ENSG00000155229,ENSG00000280202,0.8043700540110125
ENSG00000106462,ENSG00000280202,0.81593510587120055
ENSG00000102054,ENSG00000280202,0.8071256193327817
ENSG00000164011,ENSG00000280202,0.8101659925025014
ENSG00000153814,ENSG00000280202,0.8152848472579927
ENSG00000092201,ENSG00000280202,0.8085228393274676
ENSG00000168036,ENSG00000280202,0.8130132576856262
ENSG00000159692,ENSG00000280202,0.8148777073797661
ENSG00000175387,ENSG00000280202,0.8069050718216892
ENSG00000155229,ENSG00000087053,0.8029361600438681
ENSG00000114416,ENSG00000087053,0.8105175979479059
ENSG00000131196,ENSG00000087053,0.8087778002403009
ENSG00000171566,ENSG00000087053,0.8097272474676269
ENSG00000166508,ENSG00000087053,0.8049627955393172
ENSG00000106462,ENSG00000087053,0.8073451894675352
ENSG00000102054,ENSG00000087053,0.811764193330452
ENSG00000164011,ENSG00000087053,0.8112218160934608
ENSG00000256683,ENSG00000087053,0.8076834690862316
ENSG00000140307,ENSG00000087053,0.8117508124745149
ENSG00000153814,ENSG00000087053,0.8121121160444821
ENSG00000123219,ENSG00000087053,0.8108313129138214
ENSG00000168066,ENSG00000087053,0.806761901923232
ENSG00000092201,ENSG00000087053,0.8044609500375632
ENSG00000170345,ENSG00000087053,0.8066167824509356
ENSG00000168036,ENSG00000087053,0.8078472500487685
ENSG00000159692,ENSG00000087053,0.8059731284978924
ENSG00000179348,ENSG00000087053,0.8111809404829341
ENSG00000198791,ENSG00000087053,0.8047134454404253
ENSG00000108312,ENSG00000087053,0.8047625555102991
ENSG00000175387,ENSG00000087053,0.8089939712873803
ENSG00000175387,ENSG00000051009,0.8024531061223426
ENSG00000155229,ENSG00000134779,0.8122639582228747
ENSG00000028277,ENSG00000134779,0.8051708993757845
ENSG00000106462,ENSG00000134779,0.8202639693153004
ENSG00000127528,ENSG00000134779,0.8029837044972367
ENSG00000273841,ENSG00000134779,0.8041479633268801
ENSG00000153814,ENSG00000134779,0.8105435927646245
ENSG00000168066,ENSG00000134779,0.8036006150083109
ENSG00000092201,ENSG00000134779,0.8060909704806218
ENSG00000168036,ENSG00000134779,0.8165100201634446
ENSG00000159692,ENSG00000134779,0.8204181222449979
ENSG00000155229,ENSG00000187672,0.8108372776086593
ENSG00000028277,ENSG00000187672,0.8087291138459967
ENSG00000106462,ENSG00000187672,0.8163492389390894
ENSG00000181090,ENSG00000187672,0.8043451707163468
ENSG00000168036,ENSG00000187672,0.8125152542035344
ENSG00000159692,ENSG00000187672,0.8169834707751695
ENSG00000155229,ENSG00000131848,0.8107801077207804
ENSG00000028277,ENSG00000131848,0.8026685815527818
ENSG00000106462,ENSG00000131848,0.8177601597223101
ENSG00000127528,ENSG00000131848,0.8027293895501056
ENSG00000273841,ENSG00000131848,0.80461928766823
ENSG00000153814,ENSG00000131848,0.809002655167168
ENSG00000168066,ENSG00000131848,0.802763390823652
ENSG00000092201,ENSG00000131848,0.8072087295352385
ENSG00000168036,ENSG00000131848,0.814315842114943
ENSG00000159692,ENSG00000131848,0.8183967753415222
ENSG00000175387,ENSG00000131848,0.8028572084039954
ENSG00000092201,ENSG00000064547,0.8034262434945438
ENSG00000155229,ENSG00000105784,0.8073022139705418
ENSG00000028277,ENSG00000105784,0.8064697519685089
ENSG00000106462,ENSG00000105784,0.8088001339722474
ENSG00000181090,ENSG00000105784,0.8049291189153043
ENSG00000168036,ENSG00000105784,0.8053310496550511
ENSG00000159692,ENSG00000105784,0.8113802152505198
ENSG00000155229,ENSG00000248592,0.8030062400088995
ENSG00000159692,ENSG00000248592,0.8048953320627446
ENSG00000106462,ENSG00000121417,0.8085849115271482
ENSG00000102054,ENSG00000121417,0.8027954721765013
ENSG00000164011,ENSG00000121417,0.8034969655839823
ENSG00000153814,ENSG00000121417,0.8059860627187456
ENSG00000092201,ENSG00000121417,0.8090697604974448
ENSG00000168036,ENSG00000121417,0.8042774036845247
ENSG00000159692,ENSG00000121417,0.8079846692585145
ENSG00000175387,ENSG00000121417,0.8066318814923528
ENSG00000155229,ENSG00000072803,0.8127808095447846
ENSG00000028277,ENSG00000072803,0.810383259821455
ENSG00000128016,ENSG00000072803,0.8118208411521871
ENSG00000106462,ENSG00000072803,0.8118302747694424
ENSG00000102054,ENSG00000072803,0.8098413482804264
ENSG00000164011,ENSG00000072803,0.8057944234338695
ENSG00000152804,ENSG00000072803,0.8042545685205119
ENSG00000127528,ENSG00000072803,0.8119847000596228
ENSG00000181090,ENSG00000072803,0.8077216416067069
ENSG00000140307,ENSG00000072803,0.8104086545394684
ENSG00000273841,ENSG00000072803,0.8154683198946606
ENSG00000153814,ENSG00000072803,0.811059166311242
ENSG00000133895,ENSG00000072803,0.8100164880866171
ENSG00000168066,ENSG00000072803,0.8127266300463897
ENSG00000092201,ENSG00000072803,0.8077777231164827
ENSG00000168036,ENSG00000072803,0.8137722948509498
ENSG00000159692,ENSG00000072803,0.8126823531549018
ENSG00000179348,ENSG00000072803,0.8107982947684118
ENSG00000185507,ENSG00000072803,0.8102058985689323
ENSG00000175387,ENSG00000072803,0.8065773021207492
ENSG00000155229,ENSG00000130349,0.8039519393137072
ENSG00000106462,ENSG00000130349,0.8149066418723393
ENSG00000164011,ENSG00000130349,0.8093028332746913
ENSG00000153814,ENSG00000130349,0.812668115207162
ENSG00000092201,ENSG00000130349,0.8075993690494544
ENSG00000168036,ENSG00000130349,0.8123903445769851
ENSG00000159692,ENSG00000130349,0.8145054578323627
ENSG00000164011,ENSG00000087008,0.8032955403865852
ENSG00000172819,ENSG00000087008,0.8030135475613677
ENSG00000123219,ENSG00000087008,0.8064898542431752
ENSG00000092201,ENSG00000087008,0.8050236406863592
ENSG00000170345,ENSG00000087008,0.805934033821614
ENSG00000140396,ENSG00000213347,0.8028382828345226
ENSG00000155229,ENSG00000213347,0.8207426807592196
ENSG00000143614,ENSG00000213347,0.803364033266953
ENSG00000028277,ENSG00000213347,0.8187818080692575
ENSG00000084676,ENSG00000213347,0.8045642844543033
ENSG00000114416,ENSG00000213347,0.8042197514511176
ENSG00000128016,ENSG00000213347,0.8169837882924635
ENSG00000122779,ENSG00000213347,0.8108689426367461
ENSG00000196588,ENSG00000213347,0.8076890725049178
ENSG00000131196,ENSG00000213347,0.8120341591052809
ENSG00000171566,ENSG00000213347,0.8059835858783819
ENSG00000114626,ENSG00000213347,0.8072704849815258
ENSG00000106462,ENSG00000213347,0.820715684620548
ENSG00000102054,ENSG00000213347,0.8177287835864213
ENSG00000164011,ENSG00000213347,0.8161615276504992
ENSG00000152804,ENSG00000213347,0.8136608501843114
ENSG00000127528,ENSG00000213347,0.8187744273529128
ENSG00000181090,ENSG00000213347,0.8158469557530817
ENSG00000158805,ENSG00000213347,0.8051994467463439
ENSG00000140307,ENSG00000213347,0.8181847889171256
ENSG00000078699,ENSG00000213347,0.8061385033949865
ENSG00000273841,ENSG00000213347,0.8221580416197309
ENSG00000153814,ENSG00000213347,0.8206143439945981
ENSG00000133895,ENSG00000213347,0.8174089457144414
ENSG00000123219,ENSG00000213347,0.8033405483334797
ENSG00000168066,ENSG00000213347,0.8199676144148993
ENSG00000092201,ENSG00000213347,0.8123801920792031
ENSG00000168036,ENSG00000213347,0.8225957873029442
ENSG00000159692,ENSG00000213347,0.8214020608342865
ENSG00000179348,ENSG00000213347,0.8194697504608955
ENSG00000108312,ENSG00000213347,0.8040705298669726
ENSG00000100888,ENSG00000213347,0.8051950659560388
ENSG00000185507,ENSG00000213347,0.8195871311025525
ENSG00000175387,ENSG00000213347,0.8147096873238269
ENSG00000155229,ENSG00000180574,0.8137599023017259
ENSG00000028277,ENSG00000180574,0.8076131243675706
ENSG00000106462,ENSG00000180574,0.8211908271081035
ENSG00000181090,ENSG00000180574,0.8029990468057143
ENSG00000153814,ENSG00000180574,0.8081982168964164
ENSG00000168066,ENSG00000180574,0.8071085005992004
ENSG00000168036,ENSG00000180574,0.817000219430382
ENSG00000159692,ENSG00000180574,0.8211077678196396
ENSG00000213347,ENSG00000180574,0.8200487554686883
ENSG00000164011,ENSG00000103248,0.8046032255999113
ENSG00000092201,ENSG00000103248,0.8034008465358736
ENSG00000213347,ENSG00000103248,0.8100395528791459
ENSG00000128016,ENSG00000178127,0.8035938100603355
ENSG00000106462,ENSG00000178127,0.8070838683741836
ENSG00000127528,ENSG00000178127,0.8039538494148143
ENSG00000273841,ENSG00000178127,0.8046140735684247
ENSG00000168036,ENSG00000178127,0.8026187917674003
ENSG00000159692,ENSG00000178127,0.8077634619062674
ENSG00000185507,ENSG00000178127,0.8044011932976618
ENSG00000213347,ENSG00000178127,0.8123792223252392
ENSG00000155229,ENSG00000151164,0.8066033473974931
ENSG00000028277,ENSG00000151164,0.8035871295501751
ENSG00000106462,ENSG00000151164,0.8156341891134485
ENSG00000153814,ENSG00000151164,0.8037319714710386
ENSG00000168036,ENSG00000151164,0.8116387833881283
ENSG00000159692,ENSG00000151164,0.8154870188825567
ENSG00000213347,ENSG00000151164,0.8173771934961179
ENSG00000092201,ENSG00000114544,0.8027121786374523
ENSG00000175387,ENSG00000114544,0.8035618506116813
ENSG00000213347,ENSG00000114544,0.8063853495232813
ENSG00000155229,ENSG00000169718,0.8127571874629803
ENSG00000028277,ENSG00000169718,0.8110590869236227
ENSG00000128016,ENSG00000169718,0.8135809013389526
ENSG00000106462,ENSG00000169718,0.816035013684204
ENSG00000102054,ENSG00000169718,0.8085285757255707
ENSG00000164011,ENSG00000169718,0.8041225600418657
ENSG00000152804,ENSG00000169718,0.8042531009457508
ENSG00000127528,ENSG00000169718,0.8157941336938764
ENSG00000181090,ENSG00000169718,0.8077634369321837
ENSG00000140307,ENSG00000169718,0.8113103939464473
ENSG00000273841,ENSG00000169718,0.8188846638544597
ENSG00000153814,ENSG00000169718,0.8112394783678862
ENSG00000133895,ENSG00000169718,0.808285692915124
ENSG00000168066,ENSG00000169718,0.8128805342072221
ENSG00000092201,ENSG00000169718,0.8075932799217512
ENSG00000168036,ENSG00000169718,0.8145386676725689
ENSG00000159692,ENSG00000169718,0.8155530372885634
ENSG00000179348,ENSG00000169718,0.8073744019873327
ENSG00000185507,ENSG00000169718,0.8144683637203847
ENSG00000175387,ENSG00000169718,0.8047887937220201
ENSG00000213347,ENSG00000169718,0.8217446396852743
ENSG00000155229,ENSG00000111666,0.8137995551502234
ENSG00000028277,ENSG00000111666,0.8099213723140289
ENSG00000106462,ENSG00000111666,0.8203748070906758
ENSG00000181090,ENSG00000111666,0.8045251607597064
ENSG00000153814,ENSG00000111666,0.8096542452619785
ENSG00000168036,ENSG00000111666,0.8180017536907475
ENSG00000159692,ENSG00000111666,0.8214370252710772
ENSG00000213347,ENSG00000111666,0.8223056023592337
ENSG00000159692,ENSG00000173193,0.8053126734547829
ENSG00000213347,ENSG00000173193,0.8057970827877088
ENSG00000213347,ENSG00000178921,0.8074877390083256
ENSG00000102054,ENSG00000134255,0.8031175171487618
ENSG00000092201,ENSG00000134255,0.8064518947440111
ENSG00000175387,ENSG00000134255,0.807820981695478
ENSG00000213347,ENSG00000134255,0.8096498823585622
ENSG00000106462,ENSG00000228981,0.8072952456005434
ENSG00000159692,ENSG00000228981,0.803514780558273
ENSG00000213347,ENSG00000228981,0.8093413345729337
ENSG00000155229,ENSG00000169255,0.8075579714253175
ENSG00000028277,ENSG00000169255,0.8051265375779407
ENSG00000106462,ENSG00000169255,0.8120812440983209
ENSG00000153814,ENSG00000169255,0.8025404927193481
ENSG00000168036,ENSG00000169255,0.8110312879772834
ENSG00000159692,ENSG00000169255,0.8144476689684365
ENSG00000213347,ENSG00000169255,0.8170507572597373
ENSG00000114416,ENSG00000167193,0.8098320314306323
ENSG00000131196,ENSG00000167193,0.8036807264328635
ENSG00000171566,ENSG00000167193,0.8090482739555681
ENSG00000102054,ENSG00000167193,0.8083478569412801
ENSG00000164011,ENSG00000167193,0.8064191330578432
ENSG00000120690,ENSG00000167193,0.8035227138289277
ENSG00000256683,ENSG00000167193,0.808664303892114
ENSG00000140307,ENSG00000167193,0.8087678529079302
ENSG00000153814,ENSG00000167193,0.8070410109339239
ENSG00000123219,ENSG00000167193,0.8105344488615333
ENSG00000092201,ENSG00000167193,0.8037578838301668
ENSG00000170345,ENSG00000167193,0.8080852462115051
ENSG00000179348,ENSG00000167193,0.8068840121640845
ENSG00000198791,ENSG00000167193,0.8066475027546044
ENSG00000175387,ENSG00000167193,0.8048798606478259
ENSG00000154582,ENSG00000167193,0.8068442725750272
ENSG00000213347,ENSG00000167193,0.8112302024543552
ENSG00000069399,ENSG00000167193,0.8028583553592954
ENSG00000106462,ENSG00000213290,0.8060573716436801
ENSG00000102054,ENSG00000213290,0.805844302052398
ENSG00000164011,ENSG00000213290,0.8039111845962865
ENSG00000153814,ENSG00000213290,0.8058504590058709
ENSG00000092201,ENSG00000213290,0.8089071943847544
ENSG00000168036,ENSG00000213290,0.8023557383734977
ENSG00000159692,ENSG00000213290,0.8056287378434783
ENSG00000175387,ENSG00000213290,0.8084988564722826
ENSG00000213347,ENSG00000213290,0.8162796708771103
ENSG00000159692,ENSG00000109920,0.8033002947683573
ENSG00000213347,ENSG00000109920,0.8050012164174124
ENSG00000159692,ENSG00000198919,0.803481947949845
ENSG00000213347,ENSG00000198919,0.803584873742751
ENSG00000155229,ENSG00000221978,0.8119860199716318
ENSG00000028277,ENSG00000221978,0.8070955285956948
ENSG00000128016,ENSG00000221978,0.8049932247794052
ENSG00000106462,ENSG00000221978,0.8174222682395859
ENSG00000127528,ENSG00000221978,0.808100097384542
ENSG00000181090,ENSG00000221978,0.8030925405737054
ENSG00000273841,ENSG00000221978,0.80686912913078
ENSG00000153814,ENSG00000221978,0.8059211014757752
ENSG00000092201,ENSG00000221978,0.8028494138827514
ENSG00000168036,ENSG00000221978,0.8145438935394773
ENSG00000159692,ENSG00000221978,0.8188262371366591
ENSG00000185507,ENSG00000221978,0.8033010757887318
ENSG00000213347,ENSG00000221978,0.8209141863165024
ENSG00000155229,ENSG00000113812,0.8039932001777784
ENSG00000128016,ENSG00000113812,0.8060182557705639
ENSG00000106462,ENSG00000113812,0.8093652717501882
ENSG00000127528,ENSG00000113812,0.8032462076278235
ENSG00000273841,ENSG00000113812,0.8068364931524753
ENSG00000168066,ENSG00000113812,0.8037670493109691
ENSG00000092201,ENSG00000113812,0.8050728726219893
ENSG00000168036,ENSG00000113812,0.8050943346779964
ENSG00000159692,ENSG00000113812,0.8098416981961548
ENSG00000213347,ENSG00000113812,0.8171171225991203
ENSG00000155229,ENSG00000176142,0.8110724888344059
ENSG00000028277,ENSG00000176142,0.8024806715161382
ENSG00000106462,ENSG00000176142,0.8196053941564854
ENSG00000153814,ENSG00000176142,0.8089971383301562
ENSG00000168066,ENSG00000176142,0.8066311458252409
ENSG00000092201,ENSG00000176142,0.8052387146500007
ENSG00000168036,ENSG00000176142,0.8147297247509228
ENSG00000159692,ENSG00000176142,0.8191233718687881
ENSG00000175387,ENSG00000176142,0.8048029640634141
ENSG00000213347,ENSG00000176142,0.8219005723360935
ENSG00000164011,ENSG00000139636,0.8025610422512306
ENSG00000092201,ENSG00000139636,0.802463653530466
ENSG00000213347,ENSG00000139636,0.806248967125079
ENSG00000106462,ENSG00000130021,0.80413899224233
ENSG00000164011,ENSG00000130021,0.8062399021493196
ENSG00000153814,ENSG00000130021,0.80524924868637
ENSG00000092201,ENSG00000130021,0.8089512272607893
ENSG00000159692,ENSG00000130021,0.8040626514562571
ENSG00000213347,ENSG00000130021,0.8162860673663427
ENSG00000106462,ENSG00000270419,0.8107557401774963
ENSG00000168036,ENSG00000270419,0.805309565955767
ENSG00000159692,ENSG00000270419,0.8102466679003061
ENSG00000213347,ENSG00000270419,0.8110756832685927
ENSG00000155229,ENSG00000146021,0.8108521329956535
ENSG00000028277,ENSG00000146021,0.8073938445363399
ENSG00000106462,ENSG00000146021,0.8122805561820736
ENSG00000181090,ENSG00000146021,0.805863491038578
ENSG00000168036,ENSG00000146021,0.808259972429216
ENSG00000159692,ENSG00000146021,0.8143970446846691
ENSG00000213347,ENSG00000146021,0.8107673958267477
ENSG00000159692,ENSG00000247137,0.804417683828669
ENSG00000213347,ENSG00000247137,0.8027619428583881
ENSG00000155229,ENSG00000139517,0.8071370200771766
ENSG00000028277,ENSG00000139517,0.807676977375918
ENSG00000128016,ENSG00000139517,0.8095607392108893
ENSG00000106462,ENSG00000139517,0.8104374817480199
ENSG00000152804,ENSG00000139517,0.8057829102087809
ENSG00000127528,ENSG00000139517,0.8102930687373082
ENSG00000181090,ENSG00000139517,0.8057961480991866
ENSG00000273841,ENSG00000139517,0.8108223538796725
ENSG00000133895,ENSG00000139517,0.8023283122439294
ENSG00000092201,ENSG00000139517,0.8038556769180826
ENSG00000168036,ENSG00000139517,0.8078083793792559
ENSG00000159692,ENSG00000139517,0.8121449638414643
ENSG00000185507,ENSG00000139517,0.8070561617696123
ENSG00000213347,ENSG00000139517,0.8178581869948426
ENSG00000155229,ENSG00000100342,0.8052181764574551
ENSG00000106462,ENSG00000100342,0.8121637999228605
ENSG00000127528,ENSG00000100342,0.8066124617064364
ENSG00000273841,ENSG00000100342,0.804710510681809
ENSG00000168036,ENSG00000100342,0.8086477755607194
ENSG00000159692,ENSG00000100342,0.8129896622351935
ENSG00000185507,ENSG00000100342,0.8066681009703451
ENSG00000213347,ENSG00000100342,0.81591422637075
ENSG00000164011,ENSG00000275700,0.8027319440383509
ENSG00000153814,ENSG00000275700,0.8025529831760071
ENSG00000213347,ENSG00000275700,0.8087370892614272
ENSG00000106462,ENSG00000136146,0.805418839482202
ENSG00000102054,ENSG00000136146,0.8026717566691678
ENSG00000164011,ENSG00000136146,0.8074867283658206
ENSG00000153814,ENSG00000136146,0.8078093385531248
ENSG00000092201,ENSG00000136146,0.8067466149109732
ENSG00000159692,ENSG00000136146,0.8030902936346633
ENSG00000175387,ENSG00000136146,0.8047710809817095
ENSG00000213347,ENSG00000136146,0.814955346279717
ENSG00000155229,ENSG00000177192,0.8064830162251336
ENSG00000106462,ENSG00000177192,0.8164172427694565
ENSG00000273841,ENSG00000177192,0.8059444342374285
ENSG00000153814,ENSG00000177192,0.8075456529973448
ENSG00000092201,ENSG00000177192,0.8058141178843865
ENSG00000168036,ENSG00000177192,0.811194934023274
ENSG00000159692,ENSG00000177192,0.8154748804096236
ENSG00000175387,ENSG00000177192,0.8028253625562458
ENSG00000213347,ENSG00000177192,0.8206974317293158
ENSG00000106462,ENSG00000165282,0.8032860123617261
ENSG00000164011,ENSG00000165282,0.8032141556132781
ENSG00000153814,ENSG00000165282,0.803488381897169
ENSG00000092201,ENSG00000165282,0.8071009957065017
ENSG00000170345,ENSG00000165282,0.80250533168969
ENSG00000175387,ENSG00000165282,0.8057960204624149
ENSG00000213347,ENSG00000165282,0.8136716613748294
ENSG00000092201,ENSG00000010292,0.8031365140728682
ENSG00000213347,ENSG00000010292,0.8040369384754276
ENSG00000106462,ENSG00000163728,0.8041923845729967
ENSG00000159692,ENSG00000163728,0.8040037533436347
ENSG00000213347,ENSG00000163728,0.8131507926595474
ENSG00000155229,ENSG00000113083,0.8129127069837389
ENSG00000028277,ENSG00000113083,0.8111214938725426
ENSG00000106462,ENSG00000113083,0.8143168006082366
ENSG00000181090,ENSG00000113083,0.8076059054351994
ENSG00000168036,ENSG00000113083,0.8127605079127738
ENSG00000159692,ENSG00000113083,0.8173189418151687
ENSG00000213347,ENSG00000113083,0.8151324581090889
ENSG00000155229,ENSG00000181038,0.8079375828488756
ENSG00000106462,ENSG00000181038,0.8175033363950251
ENSG00000102054,ENSG00000181038,0.8033797548127686
ENSG00000164011,ENSG00000181038,0.807621435583509
ENSG00000127528,ENSG00000181038,0.8027084026473352
ENSG00000273841,ENSG00000181038,0.805093675040608
ENSG00000153814,ENSG00000181038,0.8131912008516775
ENSG00000092201,ENSG00000181038,0.8093883942692641
ENSG00000168036,ENSG00000181038,0.8143733395924778
ENSG00000159692,ENSG00000181038,0.8172821907254838
ENSG00000175387,ENSG00000181038,0.805138838914172
ENSG00000213347,ENSG00000181038,0.8235558075767045
ENSG00000114416,ENSG00000065135,0.8048906060556181
ENSG00000171566,ENSG00000065135,0.80628783552793315
ENSG00000106462,ENSG00000065135,0.806537195347721
ENSG00000102054,ENSG00000065135,0.8076214049725785
ENSG00000164011,ENSG00000065135,0.8056651610052541
ENSG00000256683,ENSG00000065135,0.8039916477473236
ENSG00000140307,ENSG00000065135,0.8092568593539211
ENSG00000153814,ENSG00000065135,0.8070519860289403
ENSG00000123219,ENSG00000065135,0.8050696048148275
ENSG00000092201,ENSG00000065135,0.8065169681219834
ENSG00000170345,ENSG00000065135,0.8043082122113706
ENSG00000159692,ENSG00000065135,0.8041765376446296
ENSG00000179348,ENSG00000065135,0.8048285916346187
ENSG00000175387,ENSG00000065135,0.8052324418583587
ENSG00000213347,ENSG00000065135,0.8152817481990992
ENSG00000275700,ENSG00000065135,0.8055239272775248
ENSG00000136146,ENSG00000065135,0.8080357324694781
ENSG00000164011,ENSG00000154727,0.8041139746299073
ENSG00000092201,ENSG00000154727,0.8036320967610063
ENSG00000175387,ENSG00000154727,0.8038894581180394
ENSG00000213347,ENSG00000154727,0.8070938941136373
ENSG00000155229,ENSG00000085831,0.804747822558891
ENSG00000106462,ENSG00000085831,0.8186742131763612
ENSG00000153814,ENSG00000085831,0.8086412123615674
ENSG00000168036,ENSG00000085831,0.812668566657053
ENSG00000159692,ENSG00000085831,0.8158601929960098
ENSG00000213347,ENSG00000085831,0.8177558972567607
ENSG00000164011,ENSG00000103037,0.8058706875306851
ENSG00000092201,ENSG00000103037,0.8072278374530037
ENSG00000175387,ENSG00000103037,0.8046582742562961
ENSG00000213347,ENSG00000103037,0.8103085445229065
ENSG00000155229,ENSG00000112308,0.8097953885649385
ENSG00000028277,ENSG00000112308,0.8067076559991182
ENSG00000128016,ENSG00000112308,0.810365843703638
ENSG00000106462,ENSG00000112308,0.8151428475255793
ENSG00000152804,ENSG00000112308,0.8057816040451299
ENSG00000127528,ENSG00000112308,0.8139683823087372
ENSG00000181090,ENSG00000112308,0.8041947088778931
ENSG00000273841,ENSG00000112308,0.8126335755698983
ENSG00000153814,ENSG00000112308,0.8046140056350409
ENSG00000092201,ENSG00000112308,0.8026510383582082
ENSG00000168036,ENSG00000112308,0.8125497548648721
ENSG00000159692,ENSG00000112308,0.8167305898892698
ENSG00000185507,ENSG00000112308,0.8101804643471447
ENSG00000213347,ENSG00000112308,0.8198425738387259
ENSG00000155229,ENSG00000171365,0.8069336608507137
ENSG00000028277,ENSG00000171365,0.8057766604847827
ENSG00000106462,ENSG00000171365,0.8098679323690218
ENSG00000181090,ENSG00000171365,0.8035539779886224
ENSG00000168036,ENSG00000171365,0.8064348863925732
ENSG00000159692,ENSG00000171365,0.8120196234118181
ENSG00000213347,ENSG00000171365,0.8112423807627852
ENSG00000106462,ENSG00000115339,0.8069409585437197
ENSG00000102054,ENSG00000115339,0.8042496763604191
ENSG00000164011,ENSG00000115339,0.8030721614368422
ENSG00000153814,ENSG00000115339,0.8056896041984025
ENSG00000092201,ENSG00000115339,0.8070239759264183
ENSG00000159692,ENSG00000115339,0.8049466095656944
ENSG00000175387,ENSG00000115339,0.8078398100890712
ENSG00000213347,ENSG00000115339,0.8153919141488069
ENSG00000164011,ENSG00000120137,0.8023605777686841
ENSG00000092201,ENSG00000120137,0.8066229626702635
ENSG00000170345,ENSG00000120137,0.8027136171675698
ENSG00000213347,ENSG00000120137,0.8119990720020414
ENSG00000155229,ENSG00000067992,0.8124903948825384
ENSG00000028277,ENSG00000067992,0.8100692690574086
ENSG00000106462,ENSG00000067992,0.8172869136115262
ENSG00000181090,ENSG00000067992,0.8054956048986779
ENSG00000153814,ENSG00000067992,0.8043975847056231
ENSG00000168036,ENSG00000067992,0.8150566161689972
ENSG00000159692,ENSG00000067992,0.8190573890983585
ENSG00000213347,ENSG00000067992,0.819003078678523
ENSG00000164011,ENSG00000220848,0.8044013509667554
ENSG00000213347,ENSG00000220848,0.8047744142743383
ENSG00000106462,ENSG00000067560,0.8039192082524128
ENSG00000102054,ENSG00000067560,0.8029054881945392
ENSG00000164011,ENSG00000067560,0.8059360108159924
ENSG00000153814,ENSG00000067560,0.8061842799993761
ENSG00000092201,ENSG00000067560,0.8062674492248573
ENSG00000170345,ENSG00000067560,0.80317035379056545
ENSG00000175387,ENSG00000067560,0.8055066243197297
ENSG00000213347,ENSG00000067560,0.8136336943045468
ENSG00000154727,ENSG00000067560,0.8030043834781798
ENSG00000155229,ENSG00000276853,0.8129870926822351
ENSG00000028277,ENSG00000276853,0.8067394944276386
ENSG00000106462,ENSG00000276853,0.8225448850973799
ENSG00000153814,ENSG00000276853,0.8117579922911102
ENSG00000168066,ENSG00000276853,0.8048199780550936
ENSG00000092201,ENSG00000276853,0.8033364319638031
ENSG00000168036,ENSG00000276853,0.8182074849979559
ENSG00000159692,ENSG00000276853,0.8218377835004623
ENSG00000213347,ENSG00000276853,0.8229765788536142
ENSG00000106462,ENSG00000138061,0.8082140670327187
ENSG00000168036,ENSG00000138061,0.8033495633769338
ENSG00000159692,ENSG00000138061,0.8070911621768275
ENSG00000213347,ENSG00000138061,0.8135889011088037
ENSG00000106462,ENSG00000183154,0.8135315914002955
ENSG00000153814,ENSG00000183154,0.8048467911707522
ENSG00000092201,ENSG00000183154,0.8032518467295198
ENSG00000168036,ENSG00000183154,0.8069011575805747
ENSG00000159692,ENSG00000183154,0.8113303810728415
ENSG00000175387,ENSG00000183154,0.8024162114414322
ENSG00000213347,ENSG00000183154,0.8173090833680764
ENSG00000155229,ENSG00000147679,0.8138444158165061
ENSG00000143614,ENSG00000147679,0.803826087386192
ENSG00000028277,ENSG00000147679,0.8110818742429468
ENSG00000084676,ENSG00000147679,0.8030889608471777
ENSG00000114416,ENSG00000147679,0.807864012003523
ENSG00000105229,ENSG00000147679,0.8038439751164145
ENSG00000128016,ENSG00000147679,0.8053573623480065
ENSG00000122779,ENSG00000147679,0.8094528543701238
ENSG00000131196,ENSG00000147679,0.8128093734801396
ENSG00000171566,ENSG00000147679,0.8076702339746584
ENSG00000166508,ENSG00000147679,0.8048570119039516
ENSG00000114626,ENSG00000147679,0.8023349620835539
ENSG00000106462,ENSG00000147679,0.8160507844823854
ENSG00000102054,ENSG00000147679,0.8155286256940334
ENSG00000164011,ENSG00000147679,0.8160086683817541
ENSG00000152804,ENSG00000147679,0.8066142470900213
ENSG00000127528,ENSG00000147679,0.809493940832613
ENSG00000181090,ENSG00000147679,0.8072925695809314
ENSG00000140307,ENSG00000147679,0.8157966140926806
ENSG00000273841,ENSG00000147679,0.81339328419962
ENSG00000153814,ENSG00000147679,0.8186522520420079
ENSG00000133895,ENSG00000147679,0.8104654603995236
ENSG00000123219,ENSG00000147679,0.8074614074186012
ENSG00000168066,ENSG00000147679,0.81391992418476
ENSG00000092201,ENSG00000147679,0.8097685000232224
ENSG00000168036,ENSG00000147679,0.8176304271856872
ENSG00000159692,ENSG00000147679,0.8158397499377106
ENSG00000179348,ENSG00000147679,0.8182747099090301
ENSG00000108312,ENSG00000147679,0.8060937673218314
ENSG00000185507,ENSG00000147679,0.812627381169238
ENSG00000175387,ENSG00000147679,0.8121445643608163
ENSG00000154582,ENSG00000147679,0.8031670313168527
ENSG00000213347,ENSG00000147679,0.8156335121587863
ENSG00000117139,ENSG00000147679,0.8039781101437851
ENSG00000275700,ENSG00000147679,0.8103557476949105
